0.72,0.72,0.7257142857142858,0.7257142857142858,0.7257142857142858,0.7257142857142858,0.7314285714285714,0.7314285714285714,0.7428571428571429,0.7428571428571429,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.7542857142857143,0.76,0.7942857142857143,0.8,0.7942857142857143,0.8114285714285714,0.8171428571428572,0.8171428571428572,0.8228571428571428,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.8285714285714286,0.8342857142857143,0.8342857142857143,0.8342857142857143,0.8342857142857143,0.8457142857142858,0.8457142857142858,0.8457142857142858,0.8457142857142858,0.8514285714285714,0.8571428571428571,
50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,
0.2914285714285714,0.29714285714285715,0.32571428571428573,0.5942857142857143,0.8057142857142857,0.8628571428571429,0.8571428571428571,0.8628571428571429,0.8628571428571429,0.8571428571428571,0.8571428571428571,0.8514285714285714,0.8514285714285714,0.8514285714285714,0.8514285714285714,0.8514285714285714,0.8514285714285714,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8628571428571429,0.8685714285714285,0.8685714285714285,0.8685714285714285,0.8685714285714285,0.8742857142857143,0.8742857142857143,0.88,0.88,0.88,0.8857142857142857,0.8914285714285715,0.8914285714285715,

50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,
0.7142857142857143,0.8457142857142858,0.8228571428571428,0.9257142857142857,0.7142857142857143,0.88,0.8228571428571428,0.88,0.8057142857142857,0.8571428571428571,0.7257142857142858,0.9142857142857143,0.8285714285714286,0.7828571428571428,0.9428571428571428,0.8457142857142858,0.8,0.8571428571428571,0.68,0.88,0.7085714285714285,0.7257142857142858,0.26285714285714284,0.8285714285714286,0.9257142857142857,0.9142857142857143,0.8685714285714285,0.8628571428571429,0.6971428571428572,0.88,0.8857142857142857,0.8457142857142858,0.34285714285714286,0.25142857142857145,0.9028571428571428,0.7085714285714285,0.9142857142857143,0.8742857142857143,0.9257142857142857,0.30857142857142855,
50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,
0.8,0.8914285714285715,0.8571428571428571,0.7885714285714286,0.9142857142857143,0.9257142857142857,0.96,0.8742857142857143,0.96,0.8742857142857143,0.92,0.6228571428571429,0.9428571428571428,0.8285714285714286,0.9028571428571428,0.8457142857142858,0.9028571428571428,0.8742857142857143,0.8057142857142857,0.92,0.9142857142857143,0.8342857142857143,0.8057142857142857,0.7885714285714286,0.9257142857142857,0.92,0.8971428571428571,0.8628571428571429,0.9371428571428572,0.9028571428571428,0.8514285714285714,0.8685714285714285,0.8057142857142857,0.8685714285714285,0.9485714285714286,0.9485714285714286,0.7942857142857143,0.8571428571428571,0.8914285714285715,0.9428571428571428,
50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,
0.8628571428571429,0.96,0.9485714285714286,0.8628571428571429,0.8971428571428571,0.9428571428571428,0.9085714285714286,0.8971428571428571,0.8914285714285715,0.92,0.8457142857142858,0.8628571428571429,0.9142857142857143,0.9485714285714286,0.8857142857142857,0.30857142857142855,0.46285714285714286,0.9257142857142857,0.9257142857142857,0.88,0.5828571428571429,0.7371428571428571,0.8685714285714285,0.9028571428571428,0.7828571428571428,0.7828571428571428,0.92,0.32571428571428573,0.9028571428571428,0.8171428571428572,0.7942857142857143,0.6857142857142857,0.8457142857142858,0.8171428571428572,0.8742857142857143,0.9142857142857143,0.8114285714285714,0.88,0.7485714285714286,0.9428571428571428,

